OTU	Order	Kingdom (Eva)	Phylum (Eva)	Class (Eva)	Family (Eva)	Genus (Eva)	Specie (Eva)	Chemoautotroph.mixotroph.In.situ	Chemoautotroph.mixotroph.Other	AOB.In.situ	AOB.Other	NOB.In.situ	NOB.Other	Anammox.In.situ	Anammox.Other	Aerobic.heterotroph.In.situ	Aerobic.heterotroph.Other	PAO.In.situ	PAO.Other	GAO.In.situ	GAO.Other	Nitrite.reduction.In.situ	Nitrite.reduction.Other	Sulfate.reduction.In.situ	Sulfate.reduction.Other	Fermentation.In.situ	Fermentation.Other	Acetogen.In.situ	Acetogen.Other	Methanogen.In.situ	Methanogen.Other	Short.chain.fatty.acids.In.situ	Short.chain.fatty.acids.Other	Sugars.In.situ	Sugars.Other	Proteins.amino.acids.In.situ	Proteins.amino.acids.Other	Filamentous.In.situ	Filamentous.Other	Hydrophobic.cell.surface.In.situ	Hydrophobic.cell.surface.Other
Otu00716	Bdellovibrionales	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionaceae	Bdellovibrio	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00718	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiaceae	Rhodoplanes	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00721	Bdellovibrionales	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionaceae	Bdellovibrio	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00723	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiasubdivision3	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00725	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00726	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	Gemmatimonas	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00727	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00730	Syntrophobacterales	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00737	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiasubdivision3	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00738	Thermotogales	Bacteria	Thermotogae	Thermotogae	Thermotogaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00740	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Methylobacteriaceae	Methylobacterium	Methylobacteriumsp.4-4	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00742	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00744	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00748	Syntrophobacterales	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00752	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00757	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Bradyrhizobiaceae	Balneimonas	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00759	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00760	Sphingomonadales	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Kaistobacter	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00764	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacteraceae	Acidisoma	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00765	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00769	Syntrophobacterales	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00770	Bacillales	Bacteria	Firmicutes	Bacilli	Paenibacillaceae	Ammoniphilus	Ammoniphilusoxalaticu	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00774	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobiumfacil	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00775	Oceanospirillales	Bacteria	Proteobacteria	Gammaproteobacteria	Halomonadaceae	Chromohalobacter	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Negative	Not Assessed	Negative	Not Assessed	Negative	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Negative	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00776	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00777	Pirellulales	Bacteria	Planctomycetes	Planctomycea	Pirellulaceae	A17	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00778	Pirellulales	Bacteria	Planctomycetes	Planctomycea	Pirellulaceae	A17	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00783	Xanthomonadales	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00793	Caulobacterales	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Phenylobacterium	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00794	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00796	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiaceae	Rhizobium	Rhizobiumgalega	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00798	Solibacterales	Bacteria	Acidobacteria	Solibacteres	Solibacteraceae	CandidatusSolibacter	CandidatusSolibacterusitatu	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00801	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	Gemmatimonas	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00802	Chromatiales	Bacteria	Proteobacteria	Gammaproteobacteria	Sinobacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00806	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00807	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiasubdivision3	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00814	Armatimonadales	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Positive	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00815	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	Gemmatimonas	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00819	Solibacterales	Bacteria	Acidobacteria	Solibacteres	Solibacteraceae	CandidatusSolibacter	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00820	Actinomycetales	Bacteria	Actinobacteria	Actinobacteria	Streptomycetaceae	Streptomyces	Streptomycesmirabili	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00821	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00825	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00831	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00835	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Methylobacteriaceae	Methylobacterium	Methylobacteriumnodulan	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00839	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
